,Daily_Screen_Time,App_Social_Media_Time,App_Work_Time,App_Entertainment_Time,Phone_Unlocks,Sleep_Duration,Well_Being_Score,Stress_Level,Mood_Rating
4012,118.0,58.0,31.0,29.0,89.0,8.8,5.0,9.0,10.0
4013,219.0,31.0,7.0,181.0,150.0,5.5,4.0,6.0,5.0
4014,427.0,159.0,112.0,156.0,20.0,6.4,6.0,2.0,9.0
4015,507.0,233.0,34.0,240.0,18.0,7.8,2.0,4.0,6.0
4016,584.0,24.0,100.0,460.0,112.0,5.5,2.0,9.0,4.0
4017,155.0,12.0,25.0,118.0,18.0,5.1,4.0,2.0,3.0
4018,452.0,127.0,40.0,285.0,61.0,6.3,3.0,7.0,3.0
4019,82.0,12.0,23.0,47.0,122.0,4.3,6.0,2.0,6.0
4020,250.0,79.0,20.0,151.0,124.0,6.0,7.0,3.0,2.0
4021,586.0,256.0,172.0,158.0,32.0,5.5,6.0,5.0,7.0
4022,502.0,35.0,125.0,342.0,110.0,5.0,10.0,1.0,6.0
4023,334.0,119.0,63.0,152.0,44.0,4.4,7.0,6.0,9.0
4024,489.0,181.0,37.0,271.0,142.0,6.3,3.0,6.0,1.0
4025,94.0,38.0,5.0,51.0,72.0,6.5,6.0,7.0,5.0
4026,434.0,12.0,104.0,318.0,139.0,8.6,4.0,6.0,2.0
4027,454.0,56.0,26.0,372.0,130.0,5.2,2.0,5.0,6.0
4028,247.0,60.0,30.0,157.0,21.0,6.7,8.0,4.0,6.0
4029,460.0,30.0,138.0,292.0,64.0,8.2,1.0,2.0,7.0
4030,252.0,0.0,42.0,210.0,49.0,4.1,8.0,1.0,10.0
4031,570.0,16.0,130.0,424.0,143.0,4.9,3.0,9.0,10.0
4032,302.0,150.0,74.0,78.0,30.0,7.9,5.0,2.0,4.0
4033,275.0,79.0,16.0,180.0,109.0,8.5,8.0,4.0,9.0
4034,252.0,107.0,54.0,91.0,73.0,5.5,6.0,3.0,7.0
4035,185.0,5.0,46.0,134.0,45.0,6.6,6.0,5.0,10.0
4036,255.0,70.0,19.0,166.0,67.0,7.9,7.0,5.0,2.0
4037,206.0,9.0,18.0,179.0,149.0,5.7,4.0,9.0,3.0
4038,146.0,39.0,26.0,81.0,34.0,4.1,2.0,4.0,2.0
4039,463.0,93.0,104.0,266.0,77.0,7.5,8.0,1.0,8.0
4040,176.0,23.0,24.0,129.0,111.0,4.8,4.0,3.0,9.0
4041,586.0,193.0,111.0,282.0,88.0,6.0,6.0,2.0,3.0
4042,511.0,191.0,24.0,296.0,116.0,4.6,9.0,7.0,4.0
4043,134.0,31.0,34.0,69.0,73.0,4.7,4.0,2.0,8.0
4044,151.0,2.0,42.0,107.0,149.0,8.0,8.0,10.0,4.0
4045,394.0,82.0,67.0,245.0,26.0,6.9,5.0,9.0,7.0
4046,431.0,111.0,91.0,229.0,43.0,4.7,4.0,10.0,3.0
4047,386.0,54.0,97.0,235.0,68.0,5.2,8.0,1.0,1.0
4048,71.0,15.0,19.0,37.0,75.0,8.1,10.0,3.0,9.0
4049,331.0,129.0,44.0,158.0,108.0,6.6,8.0,3.0,1.0
4050,581.0,196.0,8.0,377.0,33.0,7.5,6.0,10.0,1.0
4051,481.0,168.0,72.0,241.0,55.0,8.8,6.0,10.0,4.0
4052,562.0,240.0,126.0,196.0,26.0,5.2,5.0,3.0,4.0
4053,119.0,23.0,7.0,89.0,150.0,8.7,9.0,5.0,9.0
4054,456.0,66.0,113.0,277.0,121.0,4.4,3.0,8.0,10.0
4055,590.0,196.0,132.0,262.0,90.0,6.9,2.0,1.0,8.0
4056,67.0,28.0,19.0,20.0,149.0,7.6,1.0,7.0,4.0
4057,94.0,13.0,3.0,78.0,70.0,5.1,3.0,8.0,9.0
4058,326.0,153.0,96.0,77.0,85.0,5.6,1.0,6.0,2.0
4059,245.0,82.0,27.0,136.0,101.0,7.9,7.0,5.0,10.0
4060,89.0,38.0,12.0,39.0,32.0,7.6,2.0,8.0,6.0
4061,509.0,73.0,115.0,321.0,31.0,4.9,9.0,4.0,4.0
4062,404.0,62.0,3.0,339.0,81.0,8.0,6.0,3.0,6.0
4063,273.0,72.0,17.0,184.0,78.0,4.2,2.0,2.0,10.0
4064,83.0,37.0,21.0,25.0,69.0,6.3,5.0,9.0,2.0
4065,232.0,27.0,22.0,183.0,50.0,6.6,4.0,6.0,4.0
4066,597.0,290.0,175.0,132.0,88.0,4.4,2.0,5.0,9.0
4067,449.0,213.0,93.0,143.0,130.0,4.6,6.0,2.0,5.0
4068,391.0,191.0,100.0,100.0,57.0,4.1,10.0,4.0,9.0
4069,432.0,51.0,117.0,264.0,45.0,5.5,4.0,8.0,7.0
4070,150.0,10.0,9.0,131.0,21.0,8.5,8.0,1.0,10.0
4071,160.0,62.0,43.0,55.0,61.0,6.4,2.0,9.0,9.0
4072,416.0,93.0,77.0,246.0,120.0,8.7,1.0,9.0,6.0
4073,594.0,262.0,38.0,294.0,122.0,6.2,10.0,4.0,7.0
4074,351.0,77.0,53.0,221.0,16.0,8.1,7.0,7.0,6.0
4075,385.0,24.0,49.0,312.0,11.0,8.7,2.0,2.0,8.0
4076,454.0,156.0,27.0,271.0,65.0,4.4,2.0,4.0,5.0
4077,506.0,231.0,30.0,245.0,136.0,5.5,2.0,7.0,6.0
4078,484.0,230.0,61.0,193.0,79.0,8.8,3.0,6.0,1.0
4079,519.0,123.0,109.0,287.0,128.0,7.3,7.0,3.0,10.0
4080,171.0,9.0,49.0,113.0,120.0,7.2,4.0,8.0,2.0
4081,64.0,8.0,17.0,39.0,72.0,5.1,4.0,9.0,1.0
4082,570.0,78.0,78.0,414.0,71.0,7.5,7.0,10.0,8.0
4083,600.0,136.0,152.0,312.0,29.0,5.8,6.0,1.0,7.0
4084,291.0,5.0,55.0,231.0,88.0,7.0,7.0,9.0,3.0
4085,340.0,27.0,51.0,262.0,147.0,7.3,5.0,9.0,8.0
4086,147.0,50.0,5.0,92.0,137.0,8.1,2.0,5.0,9.0
4087,544.0,108.0,84.0,352.0,143.0,5.0,1.0,5.0,6.0
4088,591.0,23.0,134.0,434.0,137.0,8.0,6.0,9.0,7.0
4089,247.0,54.0,24.0,169.0,30.0,6.8,4.0,7.0,4.0
4090,220.0,6.0,59.0,155.0,123.0,4.4,9.0,4.0,9.0
4091,123.0,25.0,22.0,76.0,129.0,8.7,5.0,9.0,2.0
4092,531.0,1.0,67.0,463.0,136.0,8.2,5.0,9.0,10.0
4093,344.0,126.0,1.0,217.0,87.0,4.4,6.0,9.0,2.0
4094,538.0,45.0,27.0,466.0,56.0,4.1,5.0,5.0,1.0
4095,384.0,58.0,12.0,314.0,129.0,5.0,9.0,6.0,9.0
4096,359.0,120.0,57.0,182.0,110.0,5.4,3.0,5.0,7.0
4097,165.0,72.0,32.0,61.0,136.0,5.1,4.0,6.0,7.0
4098,129.0,0.0,26.0,103.0,29.0,5.2,7.0,8.0,6.0
4099,448.0,100.0,112.0,236.0,101.0,4.5,5.0,5.0,4.0
4100,85.0,39.0,25.0,21.0,141.0,6.5,6.0,8.0,1.0
4101,501.0,128.0,16.0,357.0,104.0,5.5,10.0,1.0,9.0
4102,198.0,80.0,56.0,62.0,125.0,7.0,6.0,1.0,3.0
4103,140.0,39.0,21.0,80.0,24.0,6.4,3.0,5.0,6.0
4104,125.0,61.0,2.0,62.0,28.0,8.4,2.0,5.0,10.0
4105,144.0,57.0,23.0,64.0,148.0,6.1,2.0,9.0,2.0
4106,179.0,11.0,26.0,142.0,58.0,7.4,10.0,2.0,2.0
4107,535.0,99.0,13.0,423.0,49.0,4.4,10.0,9.0,9.0
4108,118.0,22.0,24.0,72.0,70.0,4.4,2.0,6.0,10.0
4109,292.0,136.0,58.0,98.0,54.0,6.8,3.0,6.0,9.0
4110,372.0,80.0,94.0,198.0,53.0,4.5,1.0,6.0,1.0
4111,94.0,27.0,8.0,59.0,30.0,6.4,9.0,3.0,3.0
4112,128.0,37.0,18.0,73.0,144.0,4.6,4.0,4.0,6.0
4113,564.0,243.0,79.0,242.0,44.0,5.0,5.0,9.0,8.0
4114,450.0,53.0,93.0,304.0,44.0,5.2,10.0,6.0,4.0
4115,404.0,46.0,85.0,273.0,72.0,5.7,1.0,9.0,10.0
4116,136.0,35.0,28.0,73.0,27.0,7.3,8.0,6.0,2.0
4117,224.0,107.0,64.0,53.0,12.0,4.5,3.0,6.0,10.0
4118,462.0,197.0,103.0,162.0,111.0,4.6,4.0,5.0,9.0
4119,336.0,65.0,64.0,207.0,104.0,6.0,8.0,3.0,3.0
4120,294.0,89.0,72.0,133.0,144.0,7.4,1.0,1.0,8.0
4121,221.0,68.0,66.0,87.0,46.0,8.6,4.0,7.0,5.0
4122,564.0,5.0,145.0,414.0,86.0,7.4,2.0,3.0,9.0
4123,167.0,66.0,30.0,71.0,10.0,6.0,2.0,7.0,6.0
4124,412.0,197.0,79.0,136.0,17.0,5.1,7.0,6.0,8.0
4125,456.0,117.0,97.0,242.0,34.0,6.5,10.0,2.0,1.0
4126,358.0,154.0,21.0,183.0,91.0,5.0,6.0,8.0,4.0
4127,193.0,54.0,17.0,122.0,70.0,8.4,10.0,7.0,8.0
4128,320.0,138.0,95.0,87.0,124.0,7.8,9.0,7.0,9.0
4129,201.0,57.0,24.0,120.0,110.0,6.1,10.0,6.0,10.0
4130,305.0,66.0,24.0,215.0,47.0,4.7,7.0,5.0,1.0
4131,149.0,6.0,7.0,136.0,123.0,4.4,3.0,6.0,5.0
4132,276.0,55.0,47.0,174.0,134.0,6.7,7.0,5.0,2.0
4133,388.0,26.0,44.0,318.0,145.0,8.5,3.0,7.0,4.0
4134,266.0,83.0,64.0,119.0,74.0,8.7,1.0,8.0,3.0
4135,472.0,120.0,46.0,306.0,131.0,4.2,3.0,10.0,2.0
4136,196.0,95.0,49.0,52.0,140.0,4.6,1.0,7.0,7.0
4137,253.0,120.0,10.0,123.0,15.0,7.7,10.0,5.0,3.0
4138,581.0,202.0,28.0,351.0,114.0,5.6,8.0,10.0,4.0
4139,156.0,23.0,11.0,122.0,82.0,7.0,4.0,9.0,5.0
4140,212.0,76.0,5.0,131.0,48.0,8.2,7.0,4.0,7.0
4141,118.0,39.0,4.0,75.0,70.0,4.8,5.0,4.0,2.0
4142,512.0,99.0,1.0,412.0,66.0,4.7,2.0,7.0,5.0
4143,470.0,7.0,117.0,346.0,36.0,7.2,9.0,10.0,4.0
4144,265.0,103.0,29.0,133.0,15.0,5.5,5.0,9.0,8.0
4145,206.0,101.0,57.0,48.0,69.0,8.3,8.0,6.0,6.0
4146,368.0,122.0,108.0,138.0,103.0,7.5,10.0,9.0,2.0
4147,119.0,49.0,34.0,36.0,31.0,5.3,2.0,8.0,6.0
4148,424.0,112.0,115.0,197.0,149.0,4.4,1.0,8.0,1.0
4149,328.0,55.0,54.0,219.0,97.0,8.7,10.0,4.0,3.0
4150,91.0,6.0,4.0,81.0,25.0,6.6,2.0,10.0,6.0
4151,241.0,37.0,8.0,196.0,19.0,5.4,2.0,4.0,1.0
4152,105.0,50.0,6.0,49.0,56.0,6.7,3.0,5.0,3.0
4153,313.0,37.0,23.0,253.0,99.0,7.7,7.0,9.0,10.0
4154,235.0,22.0,52.0,161.0,128.0,4.7,2.0,2.0,6.0
4155,271.0,102.0,76.0,93.0,81.0,4.5,4.0,4.0,5.0
4156,151.0,75.0,9.0,67.0,31.0,7.2,4.0,7.0,5.0
4157,153.0,76.0,38.0,39.0,86.0,4.8,6.0,1.0,5.0
4158,549.0,236.0,22.0,291.0,94.0,7.8,10.0,3.0,10.0
4159,469.0,87.0,102.0,280.0,26.0,4.6,9.0,1.0,3.0
4160,358.0,37.0,100.0,221.0,79.0,8.8,8.0,5.0,6.0
4161,122.0,33.0,14.0,75.0,83.0,5.3,10.0,5.0,10.0
4162,186.0,18.0,21.0,147.0,126.0,7.0,7.0,4.0,2.0
4163,448.0,193.0,85.0,170.0,132.0,5.8,1.0,8.0,4.0
4164,405.0,60.0,78.0,267.0,122.0,5.6,2.0,4.0,6.0
4165,279.0,28.0,70.0,181.0,53.0,8.1,3.0,1.0,9.0
4166,415.0,131.0,39.0,245.0,87.0,6.9,6.0,4.0,2.0
4167,71.0,18.0,3.0,50.0,59.0,4.6,1.0,4.0,1.0
4168,76.0,18.0,9.0,49.0,23.0,7.9,7.0,4.0,5.0
4169,153.0,61.0,43.0,49.0,55.0,5.6,4.0,5.0,7.0
4170,375.0,173.0,52.0,150.0,28.0,7.1,8.0,8.0,6.0
4171,404.0,150.0,87.0,167.0,126.0,4.3,8.0,1.0,6.0
4172,432.0,210.0,60.0,162.0,146.0,7.2,1.0,1.0,2.0
4173,598.0,33.0,90.0,475.0,106.0,8.3,5.0,4.0,2.0
4174,576.0,99.0,151.0,326.0,93.0,7.8,3.0,4.0,1.0
4175,109.0,0.0,26.0,83.0,105.0,8.8,5.0,10.0,3.0
4176,274.0,47.0,71.0,156.0,30.0,6.8,8.0,8.0,1.0
4177,367.0,59.0,71.0,237.0,68.0,8.5,8.0,5.0,3.0
4178,403.0,82.0,75.0,246.0,112.0,8.1,4.0,3.0,5.0
4179,435.0,45.0,104.0,286.0,121.0,8.8,5.0,10.0,5.0
4180,178.0,4.0,23.0,151.0,150.0,8.0,5.0,4.0,3.0
4181,487.0,149.0,44.0,294.0,136.0,6.0,6.0,5.0,7.0
4182,114.0,41.0,0.0,73.0,44.0,7.9,6.0,8.0,7.0
4183,509.0,71.0,75.0,363.0,31.0,8.2,5.0,9.0,2.0
4184,113.0,13.0,6.0,94.0,66.0,7.9,8.0,2.0,1.0
4185,555.0,90.0,11.0,454.0,38.0,6.3,4.0,3.0,10.0
4186,287.0,64.0,33.0,190.0,82.0,5.5,2.0,6.0,9.0
4187,67.0,14.0,16.0,37.0,128.0,7.0,3.0,3.0,7.0
4188,554.0,13.0,102.0,439.0,65.0,5.6,5.0,8.0,7.0
4189,137.0,1.0,22.0,114.0,74.0,7.6,1.0,4.0,6.0
4190,508.0,36.0,89.0,383.0,121.0,4.9,3.0,6.0,7.0
4191,224.0,51.0,9.0,164.0,95.0,7.2,10.0,6.0,10.0
4192,341.0,70.0,21.0,250.0,56.0,5.1,8.0,3.0,6.0
4193,118.0,53.0,35.0,30.0,118.0,6.6,2.0,7.0,3.0
4194,438.0,171.0,107.0,160.0,15.0,5.9,9.0,1.0,7.0
4195,524.0,94.0,35.0,395.0,37.0,8.4,2.0,7.0,8.0
4196,355.0,43.0,90.0,222.0,88.0,8.8,2.0,8.0,3.0
4197,82.0,39.0,16.0,27.0,139.0,7.4,9.0,9.0,9.0
4198,503.0,250.0,25.0,228.0,38.0,4.5,4.0,4.0,10.0
4199,332.0,4.0,69.0,259.0,75.0,6.9,1.0,3.0,1.0
4200,537.0,170.0,38.0,329.0,30.0,6.1,10.0,6.0,8.0
4201,165.0,34.0,29.0,102.0,92.0,7.6,4.0,4.0,4.0
4202,261.0,15.0,24.0,222.0,138.0,7.1,3.0,10.0,4.0
4203,189.0,17.0,5.0,167.0,28.0,7.7,5.0,10.0,6.0
4204,416.0,55.0,96.0,265.0,72.0,6.7,10.0,4.0,3.0
4205,332.0,95.0,0.0,237.0,60.0,6.9,8.0,7.0,7.0
4206,232.0,87.0,42.0,103.0,129.0,6.0,1.0,3.0,10.0
4207,198.0,70.0,42.0,86.0,19.0,5.7,5.0,10.0,7.0
4208,157.0,36.0,35.0,86.0,105.0,7.2,9.0,1.0,5.0
4209,398.0,174.0,81.0,143.0,126.0,7.9,8.0,8.0,2.0
4210,97.0,11.0,12.0,74.0,148.0,4.3,5.0,4.0,2.0
4211,557.0,263.0,42.0,252.0,24.0,7.1,3.0,8.0,2.0
4212,123.0,46.0,30.0,47.0,39.0,4.0,10.0,5.0,10.0
4213,179.0,30.0,27.0,122.0,62.0,4.4,10.0,7.0,10.0
4214,501.0,124.0,25.0,352.0,30.0,8.7,8.0,5.0,4.0
4215,345.0,52.0,4.0,289.0,49.0,6.8,6.0,8.0,10.0
4216,595.0,143.0,107.0,345.0,18.0,4.4,10.0,3.0,10.0
4217,241.0,13.0,57.0,171.0,11.0,7.4,5.0,7.0,10.0
4218,188.0,87.0,53.0,48.0,71.0,4.7,4.0,9.0,10.0
4219,405.0,191.0,91.0,123.0,24.0,5.7,4.0,7.0,6.0
4220,334.0,19.0,55.0,260.0,65.0,6.7,4.0,7.0,6.0
4221,375.0,157.0,112.0,106.0,43.0,8.9,5.0,1.0,4.0
4222,560.0,82.0,77.0,401.0,116.0,6.1,3.0,1.0,2.0
4223,267.0,61.0,67.0,139.0,127.0,4.3,10.0,2.0,8.0
4224,218.0,8.0,10.0,200.0,119.0,6.2,5.0,8.0,5.0
4225,541.0,89.0,144.0,308.0,80.0,6.4,9.0,7.0,8.0
4226,264.0,37.0,52.0,175.0,62.0,4.5,2.0,4.0,5.0
4227,207.0,60.0,36.0,111.0,137.0,4.6,3.0,6.0,9.0
4228,273.0,104.0,52.0,117.0,27.0,6.6,3.0,2.0,5.0
4229,79.0,23.0,18.0,38.0,98.0,8.9,5.0,10.0,2.0
4230,187.0,35.0,27.0,125.0,62.0,6.0,5.0,9.0,4.0
4231,126.0,20.0,20.0,86.0,140.0,8.1,1.0,6.0,9.0
4232,427.0,15.0,79.0,333.0,95.0,4.3,3.0,10.0,7.0
4233,254.0,53.0,59.0,142.0,32.0,4.9,10.0,8.0,10.0
4234,274.0,23.0,76.0,175.0,51.0,6.9,5.0,9.0,8.0
4235,91.0,43.0,19.0,29.0,122.0,5.3,10.0,8.0,10.0
4236,514.0,218.0,15.0,281.0,141.0,4.6,4.0,7.0,2.0
4237,306.0,137.0,42.0,127.0,50.0,5.1,9.0,9.0,10.0
4238,347.0,7.0,20.0,320.0,30.0,7.4,10.0,5.0,7.0
4239,160.0,54.0,30.0,76.0,44.0,8.4,5.0,3.0,1.0
4240,599.0,8.0,69.0,522.0,105.0,4.8,9.0,10.0,7.0
4241,254.0,42.0,17.0,195.0,55.0,8.9,7.0,10.0,5.0
4242,539.0,258.0,15.0,266.0,53.0,8.5,9.0,1.0,10.0
4243,521.0,67.0,86.0,368.0,110.0,6.1,5.0,10.0,2.0
4244,233.0,76.0,8.0,149.0,96.0,4.8,9.0,4.0,4.0
4245,245.0,93.0,59.0,93.0,129.0,7.7,4.0,5.0,10.0
4246,498.0,195.0,68.0,235.0,149.0,8.2,9.0,5.0,7.0
4247,143.0,64.0,27.0,52.0,80.0,5.1,10.0,5.0,1.0
4248,439.0,160.0,118.0,161.0,105.0,4.5,6.0,9.0,7.0
4249,344.0,82.0,99.0,163.0,43.0,4.7,9.0,9.0,6.0
4250,365.0,44.0,3.0,318.0,98.0,4.6,9.0,3.0,3.0
4251,317.0,79.0,85.0,153.0,46.0,8.4,2.0,5.0,5.0
4252,246.0,40.0,31.0,175.0,85.0,7.0,8.0,10.0,4.0
4253,154.0,1.0,22.0,131.0,142.0,4.0,5.0,2.0,4.0
4254,302.0,74.0,84.0,144.0,14.0,6.9,3.0,1.0,5.0
4255,226.0,105.0,54.0,67.0,123.0,6.0,2.0,2.0,7.0
4256,309.0,45.0,49.0,215.0,27.0,4.5,3.0,7.0,7.0
4257,416.0,187.0,115.0,114.0,47.0,5.4,6.0,4.0,4.0
4258,324.0,153.0,72.0,99.0,53.0,6.6,9.0,10.0,4.0
4259,169.0,69.0,27.0,73.0,16.0,4.8,1.0,5.0,9.0
4260,61.0,2.0,14.0,45.0,85.0,4.2,1.0,8.0,8.0
4261,179.0,24.0,8.0,147.0,52.0,6.4,3.0,7.0,10.0
4262,414.0,31.0,112.0,271.0,46.0,6.8,10.0,7.0,6.0
4263,449.0,158.0,46.0,245.0,117.0,5.5,6.0,7.0,7.0
4264,118.0,32.0,27.0,59.0,140.0,4.6,7.0,2.0,4.0
4265,263.0,19.0,51.0,193.0,57.0,7.8,4.0,4.0,7.0
4266,267.0,75.0,15.0,177.0,47.0,6.5,8.0,3.0,5.0
4267,65.0,14.0,0.0,51.0,45.0,5.5,3.0,5.0,7.0
4268,431.0,140.0,21.0,270.0,25.0,6.3,1.0,9.0,1.0
4269,121.0,22.0,24.0,75.0,91.0,4.4,1.0,1.0,7.0
4270,223.0,69.0,45.0,109.0,75.0,6.4,6.0,3.0,10.0
4271,495.0,31.0,11.0,453.0,145.0,4.7,7.0,9.0,3.0
4272,495.0,168.0,81.0,246.0,76.0,6.3,2.0,5.0,7.0
4273,169.0,34.0,1.0,134.0,101.0,6.5,10.0,5.0,1.0
4274,96.0,14.0,26.0,56.0,108.0,6.6,1.0,4.0,2.0
4275,424.0,131.0,59.0,234.0,57.0,7.3,6.0,9.0,5.0
4276,202.0,82.0,48.0,72.0,142.0,7.0,9.0,9.0,7.0
4277,367.0,180.0,86.0,101.0,74.0,8.5,1.0,10.0,3.0
4278,445.0,216.0,108.0,121.0,107.0,5.8,6.0,1.0,2.0
4279,431.0,105.0,30.0,296.0,105.0,6.4,7.0,10.0,5.0
4280,368.0,110.0,104.0,154.0,82.0,4.4,1.0,10.0,2.0
4281,279.0,87.0,75.0,117.0,115.0,5.5,4.0,7.0,10.0
4282,510.0,178.0,110.0,222.0,42.0,8.2,1.0,3.0,10.0
4283,541.0,131.0,127.0,283.0,82.0,7.7,10.0,6.0,10.0
4284,81.0,7.0,14.0,60.0,64.0,8.9,10.0,10.0,1.0
4285,260.0,17.0,53.0,190.0,32.0,8.5,6.0,10.0,7.0
4286,357.0,82.0,92.0,183.0,104.0,7.1,4.0,7.0,6.0
4287,337.0,163.0,71.0,103.0,77.0,7.7,10.0,4.0,5.0
4288,536.0,107.0,48.0,381.0,145.0,6.8,7.0,8.0,2.0
4289,120.0,20.0,35.0,65.0,139.0,6.3,9.0,1.0,2.0
4290,109.0,1.0,27.0,81.0,78.0,8.5,4.0,9.0,10.0
4291,214.0,59.0,4.0,151.0,87.0,5.7,3.0,4.0,1.0
4292,370.0,147.0,99.0,124.0,82.0,6.1,9.0,3.0,5.0
4293,492.0,80.0,118.0,294.0,126.0,8.6,5.0,4.0,9.0
4294,447.0,162.0,91.0,194.0,10.0,8.7,4.0,6.0,4.0
4295,531.0,241.0,129.0,161.0,100.0,5.6,3.0,1.0,1.0
4296,466.0,231.0,123.0,112.0,84.0,6.7,5.0,10.0,5.0
4297,375.0,124.0,50.0,201.0,107.0,5.2,1.0,10.0,9.0
4298,161.0,80.0,38.0,43.0,114.0,7.5,1.0,6.0,8.0
4299,103.0,1.0,16.0,86.0,46.0,6.5,3.0,9.0,5.0
4300,533.0,3.0,122.0,408.0,48.0,4.7,8.0,8.0,2.0
4301,271.0,99.0,25.0,147.0,46.0,4.7,7.0,1.0,10.0
4302,502.0,155.0,77.0,270.0,93.0,4.2,3.0,2.0,8.0
4303,438.0,15.0,71.0,352.0,128.0,8.5,5.0,1.0,8.0
4304,126.0,59.0,8.0,59.0,56.0,8.6,3.0,9.0,3.0
4305,238.0,73.0,43.0,122.0,64.0,6.4,4.0,2.0,5.0
4306,153.0,54.0,38.0,61.0,43.0,8.0,4.0,4.0,8.0
4307,201.0,69.0,2.0,130.0,61.0,7.5,5.0,4.0,8.0
4308,323.0,51.0,45.0,227.0,73.0,5.4,2.0,7.0,4.0
4309,136.0,66.0,12.0,58.0,11.0,8.7,7.0,8.0,3.0
4310,489.0,224.0,1.0,264.0,34.0,4.8,6.0,6.0,8.0
4311,487.0,140.0,36.0,311.0,140.0,4.3,4.0,10.0,6.0
4312,259.0,99.0,61.0,99.0,36.0,5.0,6.0,8.0,4.0
4313,169.0,53.0,16.0,100.0,19.0,5.5,6.0,5.0,10.0
4314,194.0,29.0,36.0,129.0,47.0,4.2,2.0,8.0,1.0
4315,575.0,112.0,153.0,310.0,72.0,7.4,8.0,3.0,9.0
4316,376.0,96.0,9.0,271.0,33.0,7.2,8.0,1.0,10.0
4317,519.0,152.0,129.0,238.0,129.0,8.7,2.0,2.0,9.0
4318,526.0,9.0,142.0,375.0,38.0,7.9,4.0,1.0,2.0
4319,96.0,0.0,0.0,96.0,138.0,7.1,8.0,8.0,6.0
4320,292.0,93.0,48.0,151.0,30.0,4.9,3.0,2.0,9.0
4321,229.0,17.0,1.0,211.0,65.0,8.2,5.0,10.0,7.0
4322,570.0,71.0,108.0,391.0,24.0,7.2,1.0,6.0,6.0
4323,405.0,163.0,59.0,183.0,128.0,7.0,9.0,10.0,5.0
4324,284.0,85.0,17.0,182.0,19.0,6.8,2.0,5.0,6.0
4325,454.0,83.0,76.0,295.0,128.0,5.5,6.0,8.0,8.0
4326,431.0,198.0,0.0,233.0,148.0,5.9,8.0,6.0,10.0
4327,424.0,198.0,52.0,174.0,69.0,8.1,9.0,4.0,3.0
4328,480.0,227.0,26.0,227.0,120.0,4.7,10.0,8.0,3.0
4329,484.0,192.0,127.0,165.0,101.0,4.1,8.0,3.0,7.0
4330,353.0,21.0,23.0,309.0,26.0,7.7,4.0,4.0,7.0
4331,440.0,139.0,70.0,231.0,104.0,8.9,8.0,6.0,1.0
4332,208.0,44.0,7.0,157.0,115.0,4.7,5.0,4.0,6.0
4333,502.0,119.0,90.0,293.0,93.0,4.4,9.0,9.0,4.0
4334,475.0,60.0,66.0,349.0,145.0,7.3,2.0,3.0,9.0
4335,299.0,61.0,3.0,235.0,98.0,6.6,10.0,3.0,3.0
4336,74.0,34.0,3.0,37.0,34.0,7.2,9.0,3.0,5.0
4337,381.0,48.0,54.0,279.0,127.0,5.7,5.0,10.0,6.0
4338,237.0,3.0,61.0,173.0,116.0,4.2,7.0,10.0,7.0
4339,535.0,78.0,123.0,334.0,105.0,7.3,5.0,10.0,4.0
4340,91.0,8.0,27.0,56.0,22.0,4.3,8.0,3.0,10.0
4341,431.0,133.0,98.0,200.0,33.0,6.3,5.0,3.0,2.0
4342,480.0,10.0,6.0,464.0,18.0,4.5,9.0,2.0,4.0
4343,285.0,102.0,41.0,142.0,91.0,6.9,8.0,2.0,6.0
4344,119.0,17.0,33.0,69.0,10.0,8.7,10.0,6.0,9.0
4345,284.0,85.0,7.0,192.0,12.0,7.4,6.0,5.0,6.0
4346,213.0,71.0,30.0,112.0,68.0,6.9,7.0,5.0,7.0
4347,341.0,145.0,90.0,106.0,146.0,5.5,7.0,4.0,3.0
4348,285.0,102.0,30.0,153.0,38.0,6.8,1.0,6.0,8.0
4349,172.0,68.0,29.0,75.0,100.0,8.6,6.0,10.0,9.0
4350,477.0,133.0,93.0,251.0,107.0,8.4,1.0,6.0,4.0
4351,106.0,28.0,19.0,59.0,24.0,6.1,5.0,8.0,2.0
4352,262.0,105.0,38.0,119.0,118.0,8.8,2.0,4.0,7.0
4353,361.0,145.0,96.0,120.0,143.0,8.1,3.0,5.0,2.0
4354,597.0,150.0,174.0,273.0,28.0,7.0,7.0,10.0,4.0
4355,357.0,10.0,40.0,307.0,120.0,7.0,5.0,2.0,8.0
4356,291.0,145.0,76.0,70.0,123.0,8.8,9.0,3.0,2.0
4357,332.0,5.0,44.0,283.0,66.0,7.6,1.0,1.0,2.0
4358,448.0,194.0,83.0,171.0,103.0,6.3,9.0,7.0,9.0
4359,103.0,41.0,15.0,47.0,59.0,8.9,4.0,3.0,7.0
4360,66.0,12.0,19.0,35.0,89.0,5.9,4.0,7.0,7.0
4361,471.0,202.0,54.0,215.0,102.0,7.9,3.0,1.0,3.0
4362,569.0,130.0,147.0,292.0,142.0,4.8,2.0,9.0,10.0
4363,393.0,127.0,7.0,259.0,118.0,8.3,4.0,4.0,1.0
4364,543.0,216.0,128.0,199.0,66.0,6.7,10.0,10.0,10.0
4365,461.0,209.0,12.0,240.0,33.0,8.5,4.0,2.0,1.0
4366,431.0,182.0,71.0,178.0,51.0,6.2,10.0,3.0,1.0
4367,341.0,44.0,71.0,226.0,106.0,5.9,6.0,1.0,8.0
